org.jhotdraw.samples.svg.io.SVGInputFormat.initStorageContext(IXMLElement);org.jhotdraw.xml.css.StyleManager.StyleManager()
org.jhotdraw.samples.odg.figures.ODGAttributedFigure.set(AttributeKey,T);org.jhotdraw.draw.AbstractAttributedFigure.set(AttributeKey,T)
org.jhotdraw.draw.BezierFigure.set(AttributeKey,T);org.jhotdraw.draw.AbstractAttributedFigure.set(AttributeKey,T)
org.jhotdraw.samples.net.figures.NodeFigure.set(AttributeKey,T);org.jhotdraw.draw.AbstractAttributedFigure.set(AttributeKey,T)
org.jhotdraw.draw.TriangleFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.TriangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.ImageFigure.figureContains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.ImageFigure.getFigureDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.BezierFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.BezierFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.DiamondFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RoundRectangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RoundRectangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RectangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RectangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.EllipseFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.EllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.TriangleFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.TriangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.ImageFigure.figureContains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.ImageFigure.getFigureDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.BezierFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.BezierFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.DiamondFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RoundRectangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RoundRectangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RectangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.RectangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.EllipseFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.EllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularDrawGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularFillGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.drawFill(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.GraphicalCompositeFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGBezierFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.drawFill(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGImageFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopDiamondConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGRectFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.SVGAttributeKeys.getPerpendicularHitGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopEllipseConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AbstractAttributedCompositeFigure.getFigureDrawBounds();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopRectangleConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.mini.StraightLineFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AbstractAttributedFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopRoundRectangleConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularDrawGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularFillGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AttributeKeys.getPerpendicularHitGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.drawFill(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.TriangleFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.GraphicalCompositeFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGBezierFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.chop(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.drawFill(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.BezierFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGImageFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopDiamondConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGPathFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.figures.SVGRectFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.svg.SVGAttributeKeys.getPerpendicularHitGrowth(Figure);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopEllipseConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AbstractAttributedCompositeFigure.getFigureDrawBounds();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopRectangleConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.mini.StraightLineFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.contains(Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGPathFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AbstractAttributedFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.connector.ChopRoundRectangleConnector.chop(Figure,Point2D.Double);org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getDrawingArea();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.samples.odg.figures.ODGRectFigure.getHitShape();org.jhotdraw.draw.AttributeKeys.getStrokeTotalWidth(Figure)
org.jhotdraw.draw.AbstractAttributedFigure.draw(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.AbstractAttributedFigure.getDrawingArea();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.AbstractAttributedFigure.getStrokeMiterLimitFactor();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.AbstractAttributedFigure.removeAttribute(AttributeKey);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.AbstractAttributedFigure.writeAttributes(DOMOutput);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.chop(Point2D.Double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.contains(Point2D.Double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.drawFill(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.getBezierPath();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TriangleFigure.getDrawingArea();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGAttributedFigure.draw(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.odg.figures.ODGAttributedFigure.draw(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.odg.figures.ODGAttributedFigure.drawFigure(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGTextFigure.getBounds();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGTextFigure.getTextShape();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGTextFigure.transform(AffineTransform);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.ImageFigure.drawFigure(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.chop(Point2D.Double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.contains(Point2D.Double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.drawCaps(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.drawFill(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.getCappedPath();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.getDrawingArea();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.BezierFigure.isClosed();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.DiamondFigure.contains(Point2D.Double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.DiamondFigure.drawFill(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.DiamondFigure.drawStroke(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.DiamondFigure.getDrawingArea();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGTextAreaFigure.transform(AffineTransform);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextFigure.getFillColor();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextFigure.getFontSize();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextFigure.getText();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextFigure.getTextColor();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextFigure.getTextLayout();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGImageFigure.draw(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.getHitShape();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGEllipseFigure.transform(AffineTransform);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGRectFigure.getHitShape();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.svg.figures.SVGRectFigure.transform(AffineTransform);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.samples.odg.figures.ODGEllipseFigure.transform(AffineTransform);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.handle.BezierOutlineHandle.draw(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.drawParagraph(Graphics2D,AttributedCharacterIterator,float,float,float,float,float,int);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.drawText(Graphics2D);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getFillColor();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getFontSize();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getInsets();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getPreferredTextSize(double);org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getText();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
org.jhotdraw.draw.TextAreaFigure.getTextColor();org.jhotdraw.draw.AbstractAttributedFigure.get(AttributeKey)
